,Day1,无
,对方已上线,中
Miko,hi！你还在吗？,左
Miko,喂，我是Miko！,左
Miko,有人在线吗？,左
Miko,喂喂！陌生人你还在吗？,左
,,
我,我在啊,"右,选项,9"
我,干嘛叫我陌生人啊,"右,选项,20"
,,
Miko,哈哈，你果然在啊,"左,分支9"
Miko,看见你这句话“我在啊”，真是好亲切的感觉啊,左
,,
我,我也是,"右,选项,12"
我,我当然会在啊，一直都在啊,"右,选项,12"
,,
Miko,哎呦，这句话听着真舒服,"左,分支12"
Miko,你原来说话不是很ky的吗，现在怎么这么会说话,左
0,ky,词典
Miko,嗯哼,左
,,
我,你就喜欢顶着说话是吧！,"右,选项,15"
我,那我继续ky？,"右,选项,15"
,,
Miko,hhh,"左,分支15"
Miko,生气了？,左
Miko,好啦，不跟你闹啦,左
Miko,你怎么都不问我这段时间干嘛了？,左
,,
我,我偏不问，急死你,"右,选项,36"
我,好吧，你这段时间都干嘛了？,"右,选项,38"
,,
Miko,难道不是吗？陌生人,"左,分支20"
Miko,就是那种，虽然看不到，却一直在身边的人,左
Miko,虽然平时不见面，但心里却知道有了事情第一时间可以信任的人,左
Miko,虽然很讨厌说什么承诺的话，但却是一面吐槽一面在为你着急的人,左
Miko,天天比拼毒舌，但好好说话反而感觉受不了的人,左
Miko,熟悉的陌生人,左
,,
我,这才是朋友啊！混蛋！,"右,选项,27"
我,你说的就是我的感觉,"右,选项,27"
,,
Miko,哎，好久没有跟你闹，还真是想念啊,"左,分支27"
Miko,不管怎么样，我回来啦。之前给你添的麻烦，十分抱歉,左
Miko,以后还请继续向我吐槽！我也不会输给你的！,左
,,
我,泪目~,"右,选项,38"
我,我会继续努力吐槽你的！,"右,选项,31"
,,
Miko,好啊，我们看谁更ky啊？！,"左,分支31"
Miko,谁怕谁！,左
Miko,好啦，不跟你闹啦,左
Miko,你怎么都不问问我这段时间干嘛了？,左
,,
我,我偏不问，急死你,"右,选项,36"
我,好吧，你这段时间都干嘛了？,"右,选项,38"
,,
Miko,我偏要说，气死你,"左,分支36"
Miko,哎，我跟你说，我前些天跑出去玩了,"左,分支38"
Miko,毕竟上次那事情搞得好累,左
Miko,不是我玩失踪啊，出去玩这段时间网络也不方便,左
Miko,而且这次是我爸带我出去玩，好多年他没有这样带我出去了哦,左
Miko,我觉得我应该多花时间陪陪他,左
,,
我,你终于良心发现了啊！,"右,选项,44"
我,那伯...你父亲怎样了？,"右,选项,47"
,,
Miko,我一脚踢死你哦,"左,分支44"
Miko,还想不想听我说话啊？,左
,,
我,听听听,"右,选项,47"
我,果然还是熟悉的Miko啊,"右,选项,47"
,,
Miko,你闭嘴啦，听我说,"左,分支47"
Miko,我爸应该算是离职了吧，我也不是很清楚,左
Miko,他没去上班了，那事情完了以后协助警方调查都搞了好一阵,左
Miko,那公司现在还在调查中，估计这种事情走程序都要走很久吧,左
Miko,听说抓了几个人，似乎都不是什么重要货色，但至少他们不再来烦我们了,左
Miko,想起来，真是奇怪的经历啊,左
,,
我,还算万幸，大家都平安,"右,选项,59"
我,说不定还有更奇怪的经历啊,"右,选项,57"
,,
Miko,你不要乌鸦嘴啊！,"左,分支57"
Miko,不过我爸现在又开始忙起来了，这几天跑去外地参加一个什么学术会议啊,"左,分支59"
Miko,又剩我一个啦，好在我都习惯，一个人还自在些,左
Miko,你知道我现在在干嘛？,左
,,
我,不知道哎,"右,选项,63"
我,你告诉我啊,"右,选项,63"
,,
Miko,哼哼，猜都不会猜一下吗？！,"左,分支63"
Miko,我今天无聊死了，跑来图书馆玩,左
,,
我,图书馆？,"右,选项,66"
我,怎么又看书？,"右,选项,68"
,,
Miko,是啊，市立图书馆，你没来过吗？,"左,70,分支66"
,,
Miko,不看书也可以逛逛啊,"左,70,分支68"
,,
Miko,市立图书馆很棒的，就是教堂改建的那栋楼啊,"左,分支70"
Miko,很多人都只知道这里是圣心教堂，不知道里面都改成现代化的图书馆啦,左
36,圣心教堂,词典
Miko,书什么的就不说了，建筑真的很好看啊，逛起来很舒服,左
Miko,图书馆咖啡厅的蛋糕也很好吃啊！,左
Miko,有没有吃过？有没有吃过！,左
Miko,纽约重芝士蛋糕！,左
32,纽约重芝士蛋糕,词典
Miko,我现在就在吃！,左
Miko,哈哈哈~~(￣▽￣)~*,左
Miko,每次先来图书馆的咖啡厅吃一个蛋糕！然后才进去逛逛！,左
,,
我,你不是喜欢红丝绒蛋糕吗？,"右,选项,80"
我,什么时候请我吃？,"右,选项,83"
,,
Miko,我什么蛋糕都喜欢！,"左,分支80"
Miko,这个我也想做做看呢,"左,85"
,,
Miko,好啊，等我做做试试看，好吃就,"左,分支83"
Miko,哎，你等等,"左,分支85"
,对方已下线,中
,预计2分钟,"中,0,等待,2"
,对方已上线,中
Miko,哎，真是麻烦啊,左
Miko,一个大叔把我的茶打翻了，差点把我借的漫画给弄脏了，真是吓死我了，我怎么还啊,左
Miko,还好哦，赶快擦干净还没事，不然我真是要气死了,左
Miko,虽然说他立刻道歉，态度还不错，还拿纸巾把台面擦干净，但还真是麻烦啊,左
Miko,真是的，怎么不小心一点嘛,左
,,
我,大叔？,"右,选项,95"
我,骂他啊！,"右,选项,98"
,,
Miko,是啊，看样子30多岁了吧，不是大叔吗？,"左,分支95"
Miko,18岁以上都是大叔了啊,"左,102"
,,
Miko,喂！我没那么不讲理好吗！,"左,分支98"
Miko,虽然不高兴，可是我也不会随便骂人的好吗,左
Miko,这位大叔看上去30多岁吧,左
Miko,不过人长得还行，那就原谅他了,"左,分支102"
,,
我,这…,"右,选项,104"
我,我对你无语了,"右,选项,104"
,,
Miko,他居然还跟我聊天哦,"左,分支104"
Miko,这算是搭讪吗？！,左
,,
我,赶紧走开，别理他,"右,选项,107"
我,他说什么啊？,"右,选项,107"
,,
,对方已下线,"中,分支107"
,预计3分钟,"中,0,等待,3"
,对方已上线,中
Miko,啊，刚才聊了一会,左
Miko,他不是差点把我的漫画搞脏嘛，后来他就翻了翻，说挺有意思，有很多有趣的符号,左
Miko,说什么符号的本质是生成的过程，表达，内容，解释什么的，乱扯些听不懂的东西,左
Miko,还问我理不理解这些符号,左
Miko,哪有什么符号啊…真是的。黑执事哦，夏尔啊，有什么符号,左
37,夏尔,词典
Miko,无语,左
,,
我,是脑子有问题吧,"右,选项,116"
我,别理他啦,"右,选项,116"
,,
Miko,说了半天，看我没兴趣，他突然又说他好像认识我,"左,分支116"
Miko,我问他，那你知道我叫什么名字嘛，他又说不出来,左
Miko,后来他居然说，名字也是一种符号,左
Miko,我不记得你的名字，甚至我不知道你的名字，也不代表我不认识你,左
Miko,现在的大叔搭讪都这么硬拗的吗？！,左
,,
我,可以手动再见了,"右,选项,122"
我,套路套路！,"右,选项,122"
,,
Miko,是啊，我也是无语了,"左,分支122"
Miko,我没理他，他后来就走了,左
Miko,大叔的话，至少也是锦户亮那种，才有资格跟美少女搭讪啊,左
31,锦户亮,词典
Miko,你说呢,左
,,
我,锦户亮在你那儿都算大叔了？,"右,选项,126"
我,美…少女？！,"右,选项,135"
,,
Miko,算吧…,"左,分支126"
Miko,不过锦户亮很赞哎，虽然年纪大了一点…,左
Miko,还是本乡奏多最好！,左
30,本乡奏多,词典
Miko,哈哈哈，我想起这个二货就觉得好笑,左
Miko,运动没有意义！哈哈哈,左
Miko,运动有意义的，电子竞技运动就是最健康的运动！,左
,,
我,你在说些什么啊...,"右,选项,133"
我,电子竞技？？？,"右,选项,133"
,,
Miko,怎么！没见过电子竞技美少女么？！,"左,分支133"
,,
