,Day1,无
,对方已上线,中
Miko,你好...,左
Miko,在吗？,左
Miko,喂...,左
Miko,好像没人,左
,,
我,在啊在啊,"右,选项,7"
我,你最近又死哪去了,"右,选项,15"
,,
Miko,哦哦，你好,"左,分支7"
Miko,嗯...还真是不知道说什么,左
Miko,......,左
Miko,虽然不知道合不合适,左
Miko,不过可以聊聊吗？,左
,,
我,有什么不合适的！,"右,选项,13"
我,好呀聊点什么？,"右,选项,13"
,,
Miko,嗯，好的，谢谢你,"左,18,分支13"
,,
Miko,我？,"左,分支15"
Miko,没有啊，怎么了？,左
Miko,我就是想找人聊聊天啊,左
Miko,不过...我也不知道说什么好,"左,分支18"
Miko,就是觉得有点郁闷,左
Miko,心情不好,左
Miko,想找人说话,左
,,
我,我陪你说话,"右,选项,23"
我,怎么心情不好啦？,"右,选项,24"
,,
Miko,嗯，谢谢你,"左,分支23"
Miko,我也不知道怎么开口,"左,分支24"
Miko,我似乎觉得这个世界都离我而去的感觉,左
Miko,你有没有过这样的感觉？,左
Miko,好像亲人、朋友什么的忽然都在一瞬间不在我的周围了,左
Miko,他们有很多事情要忙，也顾不上我，也不再跟我说话,左
Miko,来来回回，走来走去，他们都在做自己的事情,左
Miko,好像在他们眼里，我突然就变成透明的了,左
,,
我,是家里出什么事了吗？,"右,选项,32"
我,怎么不找我聊聊呢,"右,选项,38"
,,
Miko,倒也没有什么事......,"左,分支32"
Miko,或者是我不知道的事吧,左
Miko,反正他们也不会告诉我,左
Miko,他们都在吵架,左
Miko,也不会在意我在干什么,左
,,
我,怎么回事啊？,"右,选项,46"
我,到底怎么了？,"右,选项,46"
,,
Miko,找你？,"左,分支38"
Miko,哦，我是想找人倾诉一下的,左
Miko,家里总是天天在吵架，我说话他们也不理我,左
Miko,我也没什么朋友,左
Miko,嗯...,左
Miko,也有一个朋友吧,左
Miko,不过他也不理我了,左
,,
我,怎么回事啊？,"右,选项,46"
我,到底怎么了？,"右,选项,46"
,,
Miko,我也不知道,"左,分支46"
Miko,这半年来,左
Miko,我也不知道是哪里出了问题,左
Miko,总之，他们好像都不一样了,左
Miko,朋友似乎都在干自己的事情，不知道跑哪里去了，也不理我,左
,,
我,我不明白你的意思...,"右,选项,52"
我,你说话有点状况不对呢,"右,选项,52"
,,
Miko,抱歉，可能我说话太乱了,"左,分支52"
Miko,一上来就说这么多负能量的东西,左
Miko,听上去也很中二吧,左
64,中二,词典
Miko,总之都是我自己的错,左
Miko,我只是实在找不到人说话，所以想来聊天软件上随便找人说说,左
Miko,抱歉，打扰了,左
,,
我,等等！你到底是怎么了？,"右,选项,59"
我,心情不好到说胡话了？,"右,选项,59"
,,
Miko,实在不好意思，给你填麻烦了,"左,分支59"
Miko,我也是第一次用这个软件，不知道该说些什么,左
Miko,我心情很不好，就下载了这个聊天软件，想找人倾诉一下,左
Miko,很对不起，素不相识就让你听了这么多抱怨的话，实在抱歉,左
Miko,如果你不高兴的话，删掉我好了,左
Miko,实在不好意思,左
,,
我,素不相识？你不知道我是谁？,"右,选项,66"
我,等等！你是Miko吗？,"右,选项,71"
,,
Miko,你是？,"左,分支66"
Miko,我们刚聊上，我应该不知道你是谁吧？,左
Miko,你什么意思？,左
Miko,我不明白,左
,,
我,Miko?,"右,选项,71"
我,你不是Miko？,"右,选项,71"
,,
Miko,我是Miko啊,"左,分支71"
Miko,等一下,左
Miko,你怎么知道我的名字！？,左
,,
我,怎么回事啊！！,"右,选项,75"
我,我们是朋友！,"右,选项,79"
,,
Miko,什么怎么回事?,"左,分支75"
Miko,"不好意思,都怪我不好",左
Miko,"是我瞎聊天,让你困扰了",左
,,
我,你家里人在吵架？,"右,选项,82"
我,等等你刚才说吵架？,"右,选项,82"
,,
Miko,朋友？,"左,分支79"
Miko,我们刚认识啊，都不知道你是谁......,左
,,
我,你家里人在吵架？,"右,选项,82"
我,等等你刚才说吵架？,"右,选项,82"
,,
Miko,是啊,"左,分支82"
Miko,就是因为这段时间他们天天吵架，我就心里烦,左
Miko,刚才他们又在吵架，我就跑出来了,左
Miko,然后一个人觉得很郁闷，就下载了这个聊天软件,左
Miko,想找人倾诉,左
Miko,这个软件是不是聊天有什么规矩？,左
Miko,不过上来就拉着人倾诉那些，的确也不太好,左
Miko,谢谢你这么耐心听我说话,左
,,
我,不对不对,"右,选项,93"
我,我问的不是这个,"右,选项,91"
,,
Miko,那你的意思是？,"左,分支91"
,,
我,你爸妈在吵架??,"右,选项,96"
我,你爸和谁吵？！,"右,选项,95"
,,
Miko,什么不对？,"左,分支93"
,,
我,你爸妈在吵架??,"右,选项,96"
我,你爸和谁吵？！,"右,选项,95"
,,
Miko,和我妈啊,"左,分支95"
Miko,这半年来，他们不知道怎么了，总是吵他们就关在房间里，以为我听不到,"左,分支96"
Miko,可是，我总是能听到他们的声音,左
Miko,人总是以为自己很冷静，以为能控制自己,左
Miko,但他们的声音在旁人听来却是充满了愤怒,左
,,
我,停！,"右,选项,104"
我,我需要冷静一下...,"右,选项,101"
,,
Miko,你生气了？,"左,分支101"
Miko,是我说话太烦了吗？,左
,,
我,你的意思是你爸妈都在？！,"右,选项,108"
我,你妈妈不是已经...,"右,选项,111"
,,
Miko,怎么了？,"左,分支104"
Miko,是我又话多了吗？,左
Miko,对不起,左
,,
我,你的意思是你爸妈都在？！,"右,选项,108"
我,你妈妈不是已经...,"右,选项,111"
,,
Miko,都在啊,"左,分支108"
Miko,你说“都在”什么意思？,左
,,
我,没有没有我脑子有点乱,"右,选项,113"
我,你让我再想想,"右,选项,113"
,,
Miko,已经什么？,"左,分支111"
,,
我,没有没有我脑子有点乱,"右,选项,113"
我,你让我再想想,"右,选项,113"
,,
Miko,不明白,"左,分支113"
Miko,你说话有点怪怪的,左
Miko,你怎么对我家里、我父母问这些奇怪的问题？,左
Miko,对了，你怎么知道我叫Miko的,左
Miko,奇怪,左
我,我问你，现在是哪一年？,右
Miko,什么现在哪一年?,左
Miko,2014年啊,左
65,2014,词典
Miko,什么意思?,左
Miko,"你再问这些奇怪的问题,我不跟你聊了啊",左
Miko,"虽然是我可能话多让你听起来烦,可是你也不用一直这样阴阳怪气地说话吧",左
Miko,网络聊天还真是奇怪,左
,,
我,这里面出问题了...,"右,选项,127"
我,我们的时间不一样,"右,选项,125"
,,
Miko,什么时间？你手机坏了？,"左,128,分支125"
,,
Miko,什么出问题了？,"左,分支127"
Miko,你这个借口......,"左,分支128"
Miko,好吧，我明白了,左
Miko,是我太烦人了,左
Miko,谢谢你之前的耐心,左
,,
我,等一下！,"右,选项,129"
我,你别误会！,"右,选项,129"
,,
,对方已下线,"中,分支129"
,预计10分钟,"中,0,等待,10"
,对方已上线,中
Miko,抱歉,左
Miko,我还是想问问,左
Miko,你到底什么意思？,左
Miko,我感觉你不像坏人,左
Miko,要不然就是你现在也很无聊？,左
,,
我,好吧我很无聊,"右,选项,143"
我,我们认识很久了,"右,选项,139"
,,
Miko,认识很久？,"左,分支139"
Miko,你认识我？,左
Miko,我怎么没印象？,左
,,
我,这很难解释,"右,选项,145"
我,总之你相信我就好了,"右,选项,145"
,,
Miko,怪不得你总是那些奇怪的问题,"左,分支143"
,,
我,这很难解释,"右,选项,145"
我,总之你相信我就好了,"右,选项,145"
,,
Miko,那你问我父母又是怎么回事,"左,分支145"
Miko,他们怎么了？,左
,,
我,没怎么......,"右,选项,147"
我,我希望是我搞错了......,"右,选项,147"
,,
Miko,什么意思？,"左,分支147"
,,
我,这也很难解释,"右,选项,148"
我,我不知道该怎么说,"右,选项,148"
,,
