,Day1,无
,对方已上线,中
Miko,hi,左
Miko,在吗,左
Miko,喂喂,左
Miko,你在吗？,左
,,
我,在啊在啊,"右,选项,7"
我,好些日子没看到你了哦,"右,选项,9"
,,
Miko,好些天没跟你讲话了呢,"左,10,分支7"
Miko,对啊，也是好久没跟你聊天了呢,"左,分支9"
Miko,你最近怎么样啊,"左,分支10"
,,
我,也就那样吧，你怎么样啊？,"右,选项,14"
我,你那边还是2014年？,"右,选项,12"
,,
Miko,什么意思？,"左,分支12"
,,
我,没什么,"右,选项,16"
我,你继续,"右,选项,16"
,,
Miko,听你语气，好像不太开心啊,"左,分支14"
Miko,我的话，还是那样子啊…,左
Miko,上次的事情过后，感觉也不是很开心,"左,分支16"
Miko,Eric退学了…,左
Miko,校方还没有提出什么处理方案，他就先自己退学了,左
Miko,估计校长们也松了一口气吧,左
Miko,虽然他说他无所谓，反正也不想上学了，可是我总觉得不公平,左
,,
我,不公平的事情是常有的,"右,选项,22"
我,别想那么多了这也不是你能改变的,"右,选项,22"
,,
Miko,嗯，我知道这个道理,"左,分支22"
Miko,可还是不开心,左
Miko,而且，Eric跟我说的他知道的情况,左
Miko,也让我觉得很难受,左
,,
我,什么情况啊？,"右,选项,27"
我,他说什么了?,"右,选项,27"
,,
Miko,就是当时实验事故的情况,"左,分支27"
Miko,他父亲的死跟我爸有关系,左
Miko,唉， 算了，不说这个了,左
Miko,说点开心的事情吧,左
Miko,我认识了新的朋友呢,左
Miko,上次群青组的大姐头你还记得吗,左
,,
我,Lily？,"右,选项,35"
我,谁啊？,"右,选项,34"
,,
Miko,就是Lily姐啊,"左,分支34"
,,
我,哦！想起来了,"右,选项,36"
我,对哦对哦,"右,选项,36"
,,
Miko,你怎么把人家名字记得那么清楚…,"左,分支35"
Miko,她不怎么说话，挺冷傲的,"左,分支36"
Miko,不过好像还挺喜欢我，从那事以后，她跟我关系不错,左
Miko,有时候也叫我出来玩,左
Miko,“小朋友，今天有没有空”这样,左
,,
我,叫你出来玩？,"右,选项,45"
我,哟西，小朋友要不要出来玩啊,"右,选项,41"
,,
Miko,讨厌,"左,分支41"
Miko,你别学她！你不许叫我小朋友！,左
Miko,我不是小朋友！,左
,,
我,那你还是让她这么叫你啊,"右,选项,48"
我,好好好，不叫不叫,"右,选项,50"
,,
Miko,我现在就是跟他出来玩呢,"左,分支45"
Miko,他带我去一个夜店玩,左
,,
我,你去夜店不好吧,"右,选项,53"
我,居然带你去夜店？,"右,选项,53"
,,
Miko,她毕竟是大姐姐啊！,"左,分支48"
Miko,你不许这么叫！,左
Miko,哼,"左,分支50"
Miko,不许再说这个话题了！,左
Miko,我也知道可能不太好,"左,分支53"
Miko,可是我实在太郁闷了最近,左
Miko,可能莉姐也看到我一直不开心吧，带我放松一下心情,左
Miko,你放心啦，我不会喝酒的，我也不喜欢喝酒,左
Miko,你这个夜店也不是你想象中的那种啦,左
,,
我,我想象中的？？？,"右,选项,59"
我,我可没想象..,"右,选项,59"
,,
Miko,哎呀，你知道我的意思啦,"左,分支59"
Miko,莉姐说这个夜店有个乐队不错的，我们就来玩一下啦,左
Miko,只是来听歌打call啦,左
Miko,好啦，我先进去啦，等会跟你聊,左
Miko,wait,左
Miko,哇，这个夜店很酷啊,左
Miko,这是loft啊，里面的空间好高，顶上的横梁和通风管道都是暴露的,左
84,loft,词典
Miko,墙上没有那些墙面装饰的，就直接是混凝土表面啊，还有玻璃,左
Miko,混凝土和玻璃搭配起来还真挺有意思,左
Miko,还要夹层，有楼梯，哇这个楼梯好硬朗,左
Miko,这里还真不错啊,左
Miko,我想起来了，这种建筑风格叫包豪斯,左
85,包豪斯,词典
Miko,我在书里看到过,左
,,
我,怎样做才经常去夜店的，在线等挺急的,"右,选项,75"
我,这你也知道啊,"右,选项,72"
,,
Miko,还好吧,"左,分支72"
Miko,毕竟家里书多,左
Miko,你别吐槽我啦,左
Miko,我就是第一次来嘛，所以看什么都很兴奋,"左,分支75"
Miko,哇这个乐队好赞！,左
Miko,音乐真的很棒!,左
Miko,"这旋律,这音效,空气就像凝固了一样",左
Miko,然后声音就在这个凝固的东西当中推过来,左
Miko,一整片鲜亮的声音当中又有低沉的成分在涌动,左
Miko,好像...,左
Miko,就好像不用用耳朵听，整个身体都可以感受到声音的样子,左
Miko,一波一波的,左
,,
我,你还真会描述啊,"右,选项,85"
我,哇有这么夸张？,"右,选项,86"
,,
Miko,没有没有,"左,分支85"
Miko,是这样的，我只是在拼命地想办法描述,"左,分支86"
Miko,毕竟你也听不到声音，很难讲得明白,左
Miko,你要听到就明白我的感受了,左
Miko,感觉就像是音乐变成了果冻，把你包裹在中间，你动都动不了,左
Miko,让人浑身酥麻,左
Miko,果然是厉害的乐队啊,左
Miko,啊，我再走近点去听听,左
Miko,等会跟你聊,左
Miko,wait,左
Miko,我..,左
Miko,我有点不舒服..,左
,,
我,好好听歌怎么就不舒服了？,"右,选项,98"
我,哪里不舒服？,"右,选项,98"
,,
Miko,我也不知道,"左,分支98"
Miko,我就觉得头晕,左
Miko,头晕得很，脑子里一跳一跳的,左
,,
我,你是不是喝了酒啊？,"右,选项,102"
我,是不是空气不好,"右,选项,104"
,,
Miko,没有啊，我没喝酒,"左,分支102"
Miko,有可能吧,"左,分支104"
Miko,我又没喝酒,左
Miko,一直在喝蔓越莓果汁,左
86,蔓越莓,词典
Miko,我现在跑出来透透气，好一点了,左
Miko,脑子里还是胀胀的，但是突然觉得好安宁，完全什么声音都没有的那种感觉,左
Miko,不明白,左
Miko,是不是场子里的音乐声音太大了,左
Miko,刚才在场子里，我越听越觉得迷,左
Miko,就感觉自己快要失去意识，整个身体向下坠，快要倒下的感觉,左
Miko,我就赶紧跑出来了,左
,,
我,你这是老年人蹦迪的前兆啊,"右,选项,115"
我,怕是你不适应那个环境吧,"右,选项,116"
,,
Miko,你才老年人呢！,"左,116,分支115"
Miko,可能我还习惯不了那个声音的频段,"左,分支116"
,,
我,啥?,"右,选项,118"
我,频段？,"右,选项,118"
,,
Miko,哎呀，总之就是我体质太敏感了，受不了,"左,分支118"
Miko,我看他们好像都很嗨的样子,左
Miko,个个都疯起来了，又蹦又跳的，眼神都炽热了,左
Miko,不过那个乐队的确很嗨,左
Miko,他们把气氛搞得像心灵体验一样,左
Miko,环境、气氛、音乐，整个就很好，有的人甚至痛哭流涕呢，就像宗教体验,左
,,
我,这么夸张？？,"右,选项,125"
我,宗教！？,"右,选项,125"
,,
Miko,是啊，你没遇过这样的情景吗？,"左,分支125"
Miko,教堂里的唱诗班，声音、共鸣、气氛、光线，很容易让人迷醉的,左
Miko,还有管风琴，也一般都是为教堂配置的，那声音，在那个环境，特别棒,左
Miko,对了，有些乐队像哥特金属、交响金属什么的，也是气氛很煽动人的,左
87,哥特金属,词典
Miko,我听过一个乐队叫悲剧院的，就跟今晚这个乐队风格很相似,左
Miko,啊，银魂你看过吧？他们就用很多哥特金属的bgm啊,左
Miko,银魂蜘蛛篇的那个月咏师傅出场的时候，那段bgm燃爆了,左
Miko,叫什么？叫什么来着…,左
,,
我,夜晚蜘蛛乃凶兆！,"右,选项,134"
我,地雷亚！,"右,选项,140"
,,
Miko,对对对！就是这个！,"左,分支134"
Miko,夜晚蜘蛛乃凶兆！,左
88,夜晚蜘蛛乃凶兆,词典
Miko,啊，莉姐出来找我了,左
Miko,她说演出结束了，带我去后台玩,左
Miko,我先过去哈，等会跟你说,"左,141"
,,
Miko,对！！,"左,分支140"
Miko,地雷亚！酷死了！,左
89,地雷亚,词典
