,Day1,无
,对方已上线,中
未知用户,喂！有人看得到吗？,左
未知用户,有人在线吗？,左
未知用户,喂喂！有人吗？,左
,,
我,我在,"右,选项,7"
我,谁啊？,"右,选项,7"
,,
未知用户,太好了！真的有人啊！,"左,分支7"
未知用户,我还以为这个软件没用呢！,左
,软件,词典
未知用户,快帮帮我！,左
,,
我,你是谁？,"右,选项,11"
我,发生什么事情了？,"右,选项,11"
,,
未知用户,这个不重要！,"左,分支11"
未知用户,我现在被一帮人追，快帮我！,左
,,
我,谁在追你啊？,"右,选项,14"
我,我要怎么帮你？,"右,选项,14"
,,
未知用户,你怎么还不明白啊？有坏人在抓我！,"左,分支14"
未知用户,我刚才摆脱他们了，但我不知道他们还有多久...,左
未知用户,我这破手机不知道出什么问题...,左
未知用户,电话也打不出，信号也不好，就只有这个软件能打开,左
,,
我,惹到小流氓了？,"右,选项,19"
我,他们是谁啊？,"右,选项,19"
,,
未知用户,我也不知道...,"左,分支19"
未知用户,看上去很凶的人。有些穿着西装，有些又穿着夹克，但眼神都很凶,左
未知用户,到处看，像是在找什么东西,左
未知用户,一看到我，就跟上我了,左
,,
我,你产生幻觉了吧？,"右,选项,24"
我,是不是向你的账号打钱就可以救你？,"右,选项,24"
,,
未知用户,你要我怎么说才肯相信?!,"左,分支24"
未知用户,我没事用个破聊天软件逗你玩么？,左
未知用户,算了，我还是另外想办法,左
,对方已下线,中
,,"中,0,等待,1"
,对方已上线,中
未知用户,完蛋了！,左
未知用户,他们可能找到我了，他们朝我这边过来了,左
未知用户,你听我说，我说的是真的，你相信我，好不好？,左
未知用户,帮帮我，求你了,左
,,
我,你这态度转得很快嘛,"右,选项,35"
我,哦，你现在知道求人了？,"右,选项,35"
,,
未知用户,好了，之前是我错了，我是没什么耐心啦,"左,分支35"
未知用户,不过我说的是真的，这群奇怪的人跟了我一整天了,左
未知用户,从公园到这儿一直跟着我，鬼鬼祟祟的,左
,,
我,你在公园里干什么？,"右,选项,39"
我,真悠闲啊，还逛公园,"右,选项,41"
,,
未知用户,睡觉啊！不然干嘛？,"左,分支39"
未知用户,没事干不就是要到处逛么？,"左,分支41"
未知用户,再说了，我总得找地方住啊，你以为都像你们一样家里舒舒服服躺着啊！,左
,,
我,你在公园睡觉？,"右,选项,45"
我,你这态度才刚好了一分钟啊,"右,选项,45"
,,
未知用户,好好，现在不说这个，我现在已经傻了,"左,分支45"
未知用户,我在百货公司的后巷里躲着,左
未知用户,西武百货你知道吧？前面是个十字路口,左
,西武百货,词典
未知用户,我看见他们又在十字路口边上到处看,左
未知用户,我要不要从后面跑掉啊？,左
未知用户,还是就躲在这里？,左
,,
我,跑吧，看来他们不抓住你不甘心的,"右,选项,52"
我,我觉得你还是躲起来再说,"右,选项,75"
,,
未知用户,好吧，我听你的,"左,分支75"
未知用户,先躲起来再说,左
未知用户,不过，这个巷子里好像也没有哪里可以躲啊,左
未知用户,嗯，好像可以...你要为你的建议负责！,"左,53"
,,
未知用户,嗯，我觉得也是,"左,分支52"
未知用户,至少在大街上他们总不敢很嚣张吧,左
未知用户,我跑得还是很快的,左
未知用户,好，我从后面溜出去,左
,对方已下线,中
,,"中,0,等待,5"
,对方已上线,中
未知用户,完蛋了！,左
未知用户,有两个人站在巷口外面，还好没看见我,左
未知用户,我怎么选了这条巷子啊，这么窄,左
未知用户,我得躲起来，先不说了,"左,53"
,,
,对方已下线,"中,分支53"
,,"中,0,等待,2"
,对方已上线,中
未知用户,这都是你的鬼建议！你知道我现在在哪儿么？！,左
未知用户,垃圾箱里！,左
未知用户,我告诉你这里面有什么,左
未知用户,瓶瓶罐罐什么的就不说了，好多烟头...,左
未知用户,悠哈盐味奶糖！这个我喜欢,左
,悠哈盐味奶糖,词典
未知用户,我擦，这年头还有这么老式的墨镜？？？,左
未知用户,额，我看到巨恶心的...,左
未知用户,算了不说了,左
,,
我,你可真有闲心,"右,选项,81"
我,是什么？我很好奇,"右,选项,81"
,,
未知用户,不扯那些无聊的了,"左,分支81"
未知用户,我看看他们怎么样了,左
未知用户,过来了！,左
未知用户,我擦，他们走进这条巷子了,左
未知用户,就在垃圾箱外面站着,左
未知用户,肯定是发现我了！,左
未知用户,完蛋了！完蛋了！,左
,,
我,快跑出去！,"右,选项,90"
我,你千万别出声！,"右,选项,90"
,,
未知用户,我一点都不敢动,"左,分支90"
未知用户,我现在给你发信息都是慢动作的,左
未知用户,就像flash...,左
,flash,词典
未知用户,你懂我在说什么？,左
,,
我,懂！,"右,选项,95"
我,你就别扯这些了！,"右,选项,95"
,,
未知用户,他们知道我的名字！,"左,分支95"
未知用户,我听不太清楚他们在说什么，但我听到我的名字了,左
未知用户,这到底怎么回事啊,左
未知用户,他们是专门来抓我的吗？,左
,,
我,你名字叫什么？,"右,选项,100"
我,对哦，你还没告诉我你名字呢,"右,选项,100"
,,
未知用户,不要岔开话题！,"左,分支100"
未知用户,你不觉得事情很奇怪吗？,左
未知用户,我早上从公园里就发现他们在到处找人，开始还以为我在哪儿惹到他们，我天天在街上混也是难免,左
未知用户,他们怎么会知道我名字,左
未知用户,不像是街上一般的混混啊，那种人我见多了，懒得惹他们,左
未知用户,这些人是不是什么组织啊？,左
未知用户,虽然也没有全部穿西装戴墨镜那么夸张，但一看就不是好人啊,左
未知用户,黑社会？,左
未知用户,军方？,左
未知用户,我有点害怕,左
,,
我,我也害怕了，再见,"右,选项,123"
我,我要下线了,"右,选项,123"
,,
未知用户,你还讲不讲义气啊？,"左,分支123"
,,
我,义气是什么？可以吃么？,"右,选项,114"
我,貌似我也是刚认识你哦,"右,选项,114"
,,
未知用户,等等,"左,分支114"
未知用户,有个人就靠在垃圾箱上,左
未知用户,哎，这里烂了个缝,左
未知用户,我试试能不能拍张照片,左
未知用户,我要是被抓了怎么办？我会喊的。不过喊有用吗...,左
未知用户,我有点心虚,左
,,
我,别做傻事啊！,"右,选项,121"
我,你会被抓的！,"右,选项,121"
,,
未知用户,我还活着！,"左,分支121"
,,
我,太好了，吓死了,"右,选项,129"
我,你还没被抓啊,"右,选项,146"
,,
未知用户,你就盼着我被抓是吧！？,"左,分支146"
,,
我,我不回答这个问题,"右,选项,148"
我,你是怎么知道的？,"右,选项,148"
,,
未知用户,哼！╰(‵□′╯,"左,分支148"
,,
我,好吧，现在什么状况？,"右,选项,129"
我,你还在垃圾箱里？,"右,选项,129"
,,
未知用户,我跟你说，他们好些人都走了,"左,分支129"
未知用户,还剩一个在那儿打电话,左
未知用户,我在想，我要不要趁这个时候跑出去？,左
,,
我,我觉得可以,"右,选项,133"
我,不要，你还是再躲一下,"右,选项,150"
,,
未知用户,你说的啊，要是我出了什么事你要负责！,"左,分支133"
未知用户,算了，你也负不了什么责,左
未知用户,你最多把软件一关就去睡觉了,左
未知用户,不过，你说的也有道理，我现在也没什么办法,左
未知用户,我在这儿实在是待够了，你是不知道这儿的味道了,左
未知用户,我刚才还摸到不知道什么东西黏糊糊的,左
未知用户,我决定了，我就再信你一回，现在就出去！,左
,,
我,信我就对了,"右,选项,141"
我,你小心一点,"右,选项,141"
,,
未知用户,要我去刚正面可能比较悬，但至少要吓他一跳吧！垃圾箱跳出个人来！哈哈哈！,"左,分支141"
未知用户,再说我还练过跆拳道呢,左
未知用户,我出去了！,左
,对方已下线,中
,,"中,170,等待,6"
,,
未知用户,可是这儿的味道实在受不了了,"左,分支150"
未知用户,我也是佩服我自己，能在垃圾箱里蹲这么久...,左
未知用户,你真觉得我应该一直躲着？,左
